0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,label
1.0,a,365d,4.197908347552727,47.0,6.409902253011597,B,50.0,1,163.52901886031802,1.0,238.83863634007605,n,3.0,159.0,0.0,S,3.604933030063298,a5,A,16.013832608037077,0
26.0,a,-1d,5.883131367394149,153.0,6.120002170090451,D,310.0,0,345.8486200637946,0.0,328.05080524690425,y,1.0,15.0,0.0,M,3.394954395913458,a7,,33.82995061444797,0
1.0,a,-1d,-1.6099534108924205,0.0,6.3061881760050005,D,80.0,1,209.31511600068416,0.0,376.22856360996377,y,2.0,519.0,0.0,M,3.252971145271897,a4,,37.61898971912794,0
10.0,b,-1d,-0.5960399628850048,970.0,7.188951573807163,I,210.0,1,306.2240643235195,0.0,389.10619345647115,n,0.0,691.0,0.0,M,3.7431497879352045,a7,,0.6148373729976662,1
1.0,a,-1d,-2.6941977271003648,1301.0,6.862450713562979,A,130.0,0,257.6585889579633,0.0,332.7560705649697,n,3.0,,0.0,M,3.535312025627581,a8,,49.01007756025367,0
1.0,a,-1d,1.2308807664082884,4028.0,7.464242286960373,F,170.0,1,285.70744380093623,0.0,182.41684166568598,n,2.0,146.0,0.0,M,4.549435581424597,a11,,32.02691457532362,0
3.0,a,-1d,5.908771207401124,373.0,7.67871391587287,F,180.0,0,290.57947200127353,0.0,252.9314366996344,y,2.0,274.0,0.0,M,3.9481458276501775,a7,,16.295603692944,0
1.0,a,188d,2.0594328813087652,330.0,6.008271260046653,F,20.0,0,68.70105029191458,3.0,156.9187710391592,n,2.0,357.0,0.0,M,2.740113616764002,a12,C,0.7617067752569557,1
4.0,a,-1d,2.810895331032175,3864.0,7.707643339079695,A,150.0,1,272.6755051806107,0.0,294.8447471154564,n,3.0,815.0,0.0,M,4.811357228081344,a7,,28.712954802237938,1
4.0,a,-1d,8.323729882979464,472.0,7.917313600986383,G,210.0,0,304.93019209015563,0.0,445.97399659519397,y,2.0,86.0,0.0,M,4.549435581424597,a7,,9.579165516500048,0
4.0,unknown,-1d,10.596008777036971,285.0,6.0466890322003115,B,290.0,1,337.3697674620704,0.0,658.0075504044431,y,3.0,223.0,0.0,M,3.181311402564534,a5,,13.429670690193602,0
2.0,a,-1d,8.770004470143782,-376.0,7.2956179760822915,D,90.0,1,219.54784608468503,0.0,292.83103816450375,n,2.0,90.0,0.0,D,4.483495507528957,a2,,71.6398843747496,0
1.0,a,86d,7.035761307863109,1331.0,5.654659571967268,A,300.0,0,342.2761864925561,3.0,227.7998981287239,n,3.0,297.0,0.0,M,2.96332622471397,a4,B,-8.991857437309168,1
3.0,a,-1d,1.585570857208359,96.0,7.02836073059187,D,170.0,1,284.0561880343519,0.0,310.69507903499584,y,1.0,165.0,0.0,M,3.6742067037246153,a4,,-3.0319662885941696,0
4.0,a,-1d,1.4794062902082388,1364.0,5.819469927064784,I,110.0,0,240.91232586980306,0.0,260.9143951140673,n,3.0,104.0,0.0,M,3.0365199459998484,a8,,43.29231045072849,0
1.0,a,337d,3.9739819727903045,103.0,4.799047332439814,F,170.0,1,284.4690438715144,1.0,208.50150694465464,n,2.0,158.0,0.0,S,3.0365199459998484,a4,C,37.5245840185652,0
5.0,unknown,-1d,4.375816203874402,-17.0,5.700992388358992,F,90.0,0,219.68474768553773,0.0,173.76943595897438,n,2.0,85.0,1.0,S,3.0365199459998484,a7,,88.78994228117455,0
1.0,a,-1d,0.4837828457045934,-274.0,7.039147920966968,D,80.0,1,207.04980271126453,0.0,308.9690417233892,n,2.0,279.0,0.0,D,3.6742067037246153,a5,,66.97977345313052,0
4.0,b,-1d,4.474780909705264,3764.0,7.756727609719236,D,20.0,0,71.23333225703344,0.0,220.74820315087283,n,1.0,,0.0,M,4.284457225237858,a6,,12.959182979154313,0
3.0,a,-1d,1.3985101801278024,328.0,6.393422590413429,G,130.0,1,258.5711280843585,0.0,56.08723070008736,n,2.0,194.0,0.0,S,,a5,,41.26912972781573,0
1.0,unknown,-1d,1.8339811864597841,1156.0,5.436256766020204,G,210.0,1,306.2944046309469,0.0,362.1440209340539,n,2.0,488.0,0.0,D,3.0365199459998484,a5,,45.200308945898165,0
1.0,unknown,-1d,-1.2182712064367736,1959.0,5.668606966535876,A,110.0,0,242.06342608830002,0.0,212.75161013843945,n,1.0,,0.0,M,3.394954395913458,a6,,10.622532002607839,0
1.0,unknown,-1d,-0.8364463679120437,2.0,5.970084154107196,B,30.0,0,112.13561506545628,0.0,432.94804477496746,n,2.0,,0.0,D,3.252971145271897,a7,,26.384647978722988,0
2.0,a,-1d,2.299545013258463,105.0,7.525907582981059,F,210.0,0,304.7825218575857,0.0,428.87416984821107,y,2.0,74.0,0.0,M,4.483495507528957,a8,,0.9560786057800463,0
2.0,unknown,-1d,6.356637782332051,0.0,6.268363446598784,A,200.0,0,299.8084197669961,0.0,359.7611022331733,n,2.0,,0.0,S,3.1091708674813785,a5,,72.13000596936256,0
1.0,unknown,-1d,0.8490787449740749,6138.0,6.649243102409659,D,200.0,1,299.6836038986226,0.0,314.48430838249976,n,3.0,369.0,0.0,M,3.1091708674813785,a5,,29.499427894288978,0
3.0,unknown,-1d,6.690906487265288,1794.0,7.976982214842687,E,200.0,0,301.1945012968171,0.0,173.8478944416134,y,2.0,13.0,0.0,M,4.746139593241417,a6,,36.225105306871875,0
2.0,a,-1d,8.108023839740335,67.0,4.887202838158504,I,280.0,0,333.2203425272869,0.0,298.6016145704537,n,0.0,330.0,0.0,S,2.8151643499924854,a1,,35.030888457684995,0
2.0,a,203d,-0.2134241936002469,235.0,7.385752399160021,B,20.0,0,70.6073292316795,1.0,324.6414348318384,n,1.0,136.0,0.0,M,4.083415334283366,a3,C,11.595248747049844,1
2.0,a,248d,4.854714880633873,54.0,6.756801075755789,B,30.0,1,111.01316002419787,12.0,445.07616111256186,n,3.0,204.0,0.0,S,3.535312025627581,a4,A,11.919884255822433,0
2.0,a,-1d,2.081244599227108,15.0,6.219983276767798,C,290.0,0,336.8627673419558,0.0,379.9557430167984,y,2.0,190.0,0.0,M,2.96332622471397,a1,,8.885730191006719,0
2.0,a,344d,3.2264434533621777,103.0,6.024885109397914,B,50.0,1,161.8298968689353,2.0,225.0194724517474,n,2.0,122.0,0.0,S,3.3241771880311717,a5,A,18.13539758617226,0
1.0,unknown,-1d,4.917759672510073,363.0,6.861113071221605,F,160.0,1,279.11578284068435,0.0,70.56159524443254,n,2.0,,0.0,D,4.284457225237858,a5,,38.80911533649609,1
12.0,unknown,-1d,9.15877791208166,0.0,5.986728787628848,I,300.0,1,341.06563563327813,0.0,557.6902144964253,n,1.0,745.0,0.0,D,2.96332622471397,a5,,40.60254079515313,1
2.0,a,-1d,4.1284322540288665,285.0,6.832304288313886,B,190.0,0,294.0956597012567,0.0,231.63662405119652,n,3.0,284.0,0.0,S,3.535312025627581,a8,,45.77961343571595,0
5.0,a,198d,4.4451710243687215,2.0,5.871587981160655,C,190.0,1,296.63698525184714,1.0,301.7889125057836,y,2.0,17.0,0.0,M,3.1091708674813785,a11,A,46.68476413781953,0
2.0,a,-1d,5.968156945890793,-27.0,6.587485609720781,G,180.0,1,288.8110738924052,0.0,350.09816597814563,n,2.0,216.0,0.0,M,3.1091708674813785,a7,,21.13555072224704,0
2.0,a,-1d,-0.0941020280516005,180.0,7.193707118173166,D,160.0,1,279.4404965235018,0.0,2.1322071512351215,n,1.0,105.0,0.0,M,4.284457225237858,a4,,63.12458522738434,0
2.0,a,350d,3.093684916643136,1731.0,7.0998004237669186,D,140.0,1,265.21839518696237,4.0,293.3500322502173,y,2.0,162.0,0.0,M,3.4653256442924363,a5,A,36.25761555922884,0
3.0,unknown,-1d,8.489366297808312,-95.0,4.950490971892516,F,170.0,1,283.79461133627734,0.0,173.52036632540126,n,2.0,269.0,1.0,S,2.8151643499924854,a6,,14.218232577461603,0
2.0,unknown,-1d,5.043636569256048,189.0,5.986972909938179,H,60.0,1,180.7347180112447,0.0,9.994830666874066,n,3.0,106.0,0.0,M,3.0365199459998484,a6,,2.5353397717726445,0
8.0,unknown,-1d,4.784792874481003,720.0,7.041609803267399,D,250.0,0,323.50830739356144,0.0,194.44216152847844,n,1.0,168.0,0.0,M,3.8117778420519794,a6,,11.491571016081984,0
1.0,a,-1d,1.6526914485878317,221.0,6.015230495553873,G,70.0,0,193.856239636735,0.0,111.24578275129475,y,2.0,,0.0,M,2.6643538144468497,a7,,17.478938480301764,0
3.0,unknown,-1d,-1.201236151533534,110.0,7.404361730928176,B,170.0,0,284.97605535757015,0.0,196.1149743596007,n,3.0,1051.0,0.0,S,3.4653256442924363,a6,,39.31842504670765,1
2.0,unknown,-1d,5.875888215699904,0.0,6.8452231997659325,J,50.0,0,161.75434568442802,0.0,91.39474319391232,y,1.0,48.0,0.0,M,3.7431497879352045,a6,,29.78431082970767,0
1.0,a,188d,6.49369606561688,514.0,7.912586293078576,E,170.0,1,283.81129294928473,1.0,42.53325346912969,n,2.0,573.0,0.0,D,4.876409691058734,a11,C,11.360043029513918,0
1.0,a,-1d,0.03594960476536624,0.0,7.208456128296354,F,50.0,1,163.9203122047892,0.0,402.3850550270418,n,2.0,135.0,0.0,M,4.015911886938387,a3,,11.85254661381143,0
2.0,a,-1d,1.7345390038998554,75.0,5.65781522550955,F,200.0,0,299.08812439394234,0.0,535.939484335576,y,3.0,97.0,0.0,M,3.3241771880311717,a11,,41.152569418690916,0
1.0,a,2d,9.679594087445107,58.0,7.030277610686425,C,300.0,1,340.17657128115195,1.0,441.1909710508529,n,3.0,93.0,0.0,D,4.351014240402403,a1,C,3.8832152484133964,0
4.0,a,-1d,9.015861032138377,3743.0,6.283258157832666,B,180.0,1,288.45047837015437,0.0,84.71559307590171,n,3.0,722.0,0.0,M,3.181311402564534,a5,,40.21152195117741,1
3.0,a,-1d,3.6227085299365953,24.0,6.0904691356298235,G,110.0,0,240.05873798570178,0.0,232.38583587344544,n,2.0,271.0,0.0,M,4.083415334283366,a8,,27.91532836833946,0
2.0,b,-1d,3.7394010141647493,61.0,7.538905739007706,E,230.0,1,314.2805057013208,0.0,20.60253360430802,n,1.0,197.0,0.0,D,4.941302534567834,a7,,16.563541952629926,0
3.0,a,-1d,2.899419414044411,146.0,6.96492352386898,B,50.0,1,161.8776171906695,0.0,55.34726975227392,n,2.0,419.0,0.0,D,4.6807509392973055,a8,,37.11073556104143,1
2.0,a,191d,1.511350660489473,3283.0,5.894367074522195,A,120.0,0,248.92664794894358,2.0,119.02539100925003,n,3.0,623.0,0.0,S,3.0365199459998484,a8,B,8.745268963864213,1
5.0,unknown,-1d,0.2240295889611421,-97.0,7.178655209179273,D,80.0,1,209.5371557843322,0.0,219.86566609509399,n,1.0,,0.0,M,3.6742067037246153,a5,,8.616658751837509,0
1.0,unknown,-1d,6.1366987810963485,434.0,7.020004758913583,G,200.0,1,301.83168255564027,0.0,353.1765800381746,n,2.0,411.0,0.0,M,3.4653256442924363,a5,,12.515079596250688,0
5.0,a,-1d,2.4670177109547398,-462.0,7.351249680666494,F,90.0,1,219.45517296009416,0.0,295.9555287822684,n,2.0,172.0,0.0,M,4.417357621434126,a2,,50.355385121183886,0
2.0,b,-1d,2.308356105624882,2409.0,6.175284902282742,G,110.0,1,241.46352086150316,0.0,39.20326099650937,y,2.0,,0.0,S,3.3241771880311717,a5,,17.617448217708887,0
4.0,,-1d,6.522806387839378,385.0,7.135904155419689,H,260.0,0,327.0409111411202,0.0,481.0224633042945,y,2.0,96.0,0.0,D,4.417357621434126,a8,,7.7068571012315985,0
4.0,a,-1d,4.888310371092643,1927.0,7.142505911284431,D,160.0,0,280.81558919129014,0.0,108.02074777288962,y,1.0,322.0,0.0,D,4.351014240402403,a7,,38.68735454695867,0
2.0,unknown,-1d,0.5472835139384853,257.0,7.604730811740908,D,50.0,1,162.1526320451608,0.0,302.9675183444922,n,1.0,333.0,0.0,M,4.1506672282821615,a6,,27.836757135652622,0
2.0,unknown,-1d,-1.8967131232347891,103.0,6.3902187752919755,D,110.0,0,242.0051637997624,0.0,187.3291944840587,n,2.0,95.0,0.0,M,3.7431497879352045,a6,,23.35669082844607,0
1.0,unknown,-1d,0.20200214329165211,119.0,5.6714240986141355,I,150.0,0,270.8579884387734,0.0,253.84995223683427,n,2.0,51.0,0.0,S,2.432252127971081,a9,,16.10453292695796,0
2.0,a,-1d,5.585703362344551,7010.0,7.305400407139138,A,110.0,0,240.33678877776734,0.0,567.5714289369928,n,3.0,275.0,0.0,D,4.549435581424597,a3,,13.044492116165216,0
5.0,a,-1d,0.06162122413709259,0.0,7.395766151620545,A,220.0,0,309.52383571305444,0.0,207.570182996014,n,3.0,360.0,0.0,D,4.615185102906929,a10,,18.92054307645484,1
2.0,b,-1d,3.162426665188786,6388.0,7.500282282813773,A,230.0,1,312.7328385821658,0.0,268.14452186613914,n,3.0,203.0,0.0,D,4.483495507528957,a7,,34.52653052257686,0
1.0,unknown,-1d,1.48867429338312,1660.0,6.882334314969271,D,60.0,1,179.7839505589998,0.0,295.4614690882266,n,2.0,259.0,0.0,M,4.015911886938387,a5,,8.33246881708013,0
1.0,a,-1d,1.288164757427797,238.0,7.026227874004248,D,130.0,1,257.05132677679865,0.0,229.58091718589765,y,2.0,3076.0,0.0,M,4.083415334283366,a3,,28.519048239402874,1
1.0,a,-1d,-0.4674001658086282,0.0,6.915789116226419,G,90.0,1,222.3768889372532,0.0,222.6379632790139,n,2.0,,0.0,D,3.6742067037246153,a7,,32.329447598153955,0
1.0,unknown,-1d,5.836219041817936,2138.0,7.2822670529819264,C,170.0,0,286.1423468482441,0.0,366.6115311557895,n,1.0,,0.0,M,4.417357621434126,a6,,50.94453032821259,0
1.0,a,-1d,-0.5164667638481688,-281.0,6.213332913893455,B,40.0,0,141.8134916633259,0.0,32.90775161864384,n,2.0,148.0,0.0,D,3.252971145271897,a8,,-1.8714943470272587,0
4.0,unknown,-1d,4.5281221855274545,1001.0,6.4253608207811705,D,70.0,1,195.55954904622337,0.0,218.13014737187126,n,2.0,201.0,0.0,M,4.083415334283366,a5,,30.000687514457983,0
1.0,unknown,-1d,8.255965514885059,-538.0,5.977695512199125,G,270.0,0,330.3581599407457,0.0,400.612736438929,y,2.0,284.0,0.0,M,2.96332622471397,a5,,-5.882407144263286,0
2.0,a,-1d,3.19697784208785,167.0,6.243418246195047,B,140.0,0,263.27644336178116,0.0,169.50155966277424,n,2.0,,0.0,M,3.4653256442924363,a8,,15.152809810773336,0
1.0,a,-1d,-0.2868244165743774,1097.0,6.866095015658851,F,90.0,1,221.89083297155855,0.0,175.3026657430467,y,2.0,180.0,0.0,M,3.9481458276501775,a7,,45.995883489281375,0
1.0,unknown,-1d,6.075095389294209,7475.0,7.390926664909708,G,150.0,0,271.74942534586523,0.0,176.4467970674719,n,2.0,587.0,0.0,M,4.876409691058734,a5,,-6.241028038350304,0
1.0,a,-1d,6.653714719201542,973.0,7.725632959465059,D,140.0,0,265.2884310154324,0.0,375.1008612391475,n,2.0,,0.0,D,3.604933030063298,a5,,42.54665595663636,1
2.0,a,-1d,12.830999166015392,787.0,6.428205541855265,D,240.0,1,317.79963814281996,0.0,649.4424035672225,n,1.0,257.0,0.0,M,2.8151643499924854,a7,,19.579403533200004,0
6.0,b,-1d,3.110855773633566,861.0,7.0969453873693045,D,90.0,0,219.79902693624632,0.0,66.1041189883354,n,2.0,49.0,0.0,M,4.1506672282821615,a2,,18.7786204844546,0
2.0,unknown,-1d,8.23252590317649,0.0,7.157079637483291,F,260.0,1,326.912553416275,0.0,469.45069574902664,y,2.0,626.0,0.0,M,4.284457225237858,a6,,-29.4267983691253,0
2.0,unknown,-1d,-1.2075718969684939,-1110.0,7.689417854853924,E,60.0,1,178.22987661969321,0.0,315.21279377184374,n,2.0,143.0,0.0,M,4.941302534567834,a6,,26.77464259304205,0
1.0,unknown,-1d,8.88240887294677,895.0,6.334849984164364,G,40.0,1,138.38185381868882,0.0,85.47610700366197,y,2.0,622.0,0.0,M,3.3241771880311717,a6,,61.004182871300834,0
1.0,unknown,-1d,-2.473302094733673,0.0,5.802127228172182,G,50.0,1,160.19494852293428,0.0,110.83878781001935,n,2.0,,0.0,S,3.181311402564534,a5,,30.7570254383852,0
4.0,a,184d,1.1026746886174403,1570.0,5.665586069893358,B,80.0,1,210.18866548622478,5.0,275.27857745630934,n,3.0,,0.0,M,2.96332622471397,a9,B,24.759696282177433,0
1.0,a,-1d,6.974310515576242,9421.0,5.692526620279668,A,250.0,0,322.6284393758194,0.0,479.64239054644196,n,3.0,372.0,0.0,S,2.96332622471397,a11,,7.690939823834988,1
1.0,a,-1d,-0.2603061834939493,628.0,6.455393540380069,C,90.0,1,220.2347141051135,0.0,480.4991830396165,n,3.0,97.0,0.0,M,3.535312025627581,a7,,30.31839004596054,0
2.0,a,-1d,0.32200164505078277,2794.0,7.5005296811332025,B,120.0,0,247.440636280026,0.0,37.463027494112296,n,0.0,,0.0,D,4.284457225237858,a8,,61.25061035034042,1
5.0,unknown,-1d,5.20736914780654,1388.0,6.55741892468133,D,280.0,1,334.7585755559597,0.0,598.0428220149367,n,2.0,119.0,0.0,M,3.252971145271897,a5,,35.278673726604495,0
2.0,a,-1d,7.922874897592828,92.0,6.909596357232713,D,300.0,0,337.884187991215,0.0,269.78670833174806,n,1.0,86.0,0.0,S,3.7431497879352045,a7,,24.09998250946997,0
2.0,unknown,-1d,7.326446046187149,536.0,7.164166946575188,D,150.0,1,271.39944404795483,0.0,63.559366982371415,n,2.0,164.0,0.0,M,4.015911886938387,a5,,4.733422436211946,0
2.0,a,-1d,5.726095030273881,4263.0,7.785109956715838,B,200.0,0,299.81715913387575,0.0,81.26618890396806,y,2.0,426.0,0.0,M,4.876409691058734,a11,,17.99607633346733,0
4.0,a,-1d,6.994025273473087,520.0,6.689056431139131,A,120.0,1,248.6804362276022,0.0,297.2810537964965,n,3.0,1307.0,0.0,M,3.181311402564534,a8,,39.417568977315526,1
3.0,a,-1d,4.338889671058354,28.0,7.3300263593326935,B,200.0,1,299.39285060436316,0.0,154.71296206653523,y,2.0,131.0,0.0,S,3.4653256442924363,a4,,11.664263380133121,0
1.0,a,-1d,6.729068176427719,-264.0,6.729476482751323,H,290.0,1,336.63635755896036,0.0,289.0388130261277,n,2.0,,0.0,M,3.8801053521768116,a1,,48.228754997412395,0
2.0,unknown,-1d,12.029705178175394,475.0,7.103919760011903,G,300.0,1,342.6176830299126,0.0,859.8781523531134,n,2.0,230.0,0.0,M,3.9481458276501775,a5,,5.762653590994997,0
1.0,a,-1d,-0.8697809839018329,262.0,7.383762988257736,E,80.0,0,209.30424921653136,0.0,69.47277388178456,n,3.0,335.0,0.0,M,5.135074847995296,a7,,34.55528761439219,0
3.0,a,333d,3.1855916220553766,188.0,6.349267889695807,H,40.0,1,139.5594323570799,2.0,156.00007909975656,y,2.0,1046.0,0.0,M,3.3241771880311717,a5,B,9.537105928162553,1
3.0,a,313d,5.800114557198267,-73.0,6.56141343292033,D,60.0,1,181.44809985298764,9.0,651.9590922681914,n,2.0,551.0,0.0,M,3.9481458276501775,a4,A,25.373839801082738,0
1.0,unknown,-1d,3.6211292562843846,-58.0,6.986300686561496,F,170.0,0,282.9247809059642,0.0,529.5684184652697,n,2.0,,0.0,S,4.1506672282821615,a6,,26.29746276032298,0
4.0,unknown,-1d,3.537800196922732,162.0,6.514879794743456,G,60.0,0,180.25573284125898,0.0,193.5941469413102,n,2.0,166.0,0.0,M,3.9481458276501775,a6,,59.065384363721975,0
3.0,a,184d,-1.0120748680863119,1527.0,6.0672131246732475,K,80.0,0,209.84741448559186,1.0,239.40772362494897,n,0.0,358.0,0.0,S,4.015911886938387,a9,B,24.366934662946935,1
2.0,unknown,-1d,-2.1054248694535183,548.0,6.492138150747063,F,30.0,1,111.6918316644411,0.0,286.47962745871143,n,2.0,296.0,0.0,S,3.535312025627581,a6,,16.14447666848115,0
1.0,unknown,-1d,1.2780921531775746,3110.0,6.319430087030594,A,200.0,1,300.1779535308427,0.0,211.9549917174088,n,3.0,133.0,0.0,S,2.8895541009234194,a5,,30.6298277367228,0
4.0,a,-1d,1.7386363029343275,216.0,5.882315256709114,B,190.0,0,295.5981890853302,0.0,65.84286684583408,n,3.0,141.0,0.0,M,3.4653256442924363,a8,,69.94258981434623,0
2.0,unknown,-1d,0.7845309420787263,536.0,5.211013626097247,D,90.0,1,220.1689169217751,0.0,497.8328627253496,n,2.0,208.0,0.0,M,3.0365199459998484,a5,,7.439779352557359,0
3.0,a,-1d,1.4117715160603352,437.0,7.049697054374965,G,130.0,1,258.90779108519246,0.0,166.702050006952,n,1.0,546.0,0.0,M,4.015911886938387,a5,,1.14040852401018,1
1.0,unknown,-1d,-3.7423893234034162,0.0,7.954323803773021,D,50.0,1,162.37188775503782,0.0,130.0168942369899,n,2.0,226.0,0.0,M,4.876409691058734,a5,,42.70232352667852,0
2.0,a,-1d,0.4221692236530492,1354.0,6.910539406029961,A,290.0,1,338.0438929454951,0.0,395.6294458640623,n,3.0,50.0,0.0,M,3.4653256442924363,a1,,0.2705977186464352,0
3.0,a,-1d,5.729991249374737,164.0,5.479414402558903,G,150.0,0,271.4250224403002,0.0,418.3812271209808,y,2.0,188.0,0.0,S,3.4653256442924363,a7,,0.5311941066704513,0
2.0,a,-1d,9.73369099337448,681.0,6.801014220938587,F,130.0,0,258.3709727715764,0.0,400.68690264414363,n,0.0,900.0,0.0,M,4.6807509392973055,a8,,61.12944594037777,0
12.0,,-1d,6.122386298953647,268.0,7.12038877082657,B,290.0,0,336.94135913173267,0.0,41.09187703379236,n,3.0,54.0,0.0,S,3.3241771880311717,a8,,30.031619191252325,0
4.0,b,-1d,-2.534424458803532,1688.0,5.981996895531797,D,70.0,1,195.6684710459658,0.0,33.36166588305353,n,2.0,41.0,0.0,S,3.252971145271897,a7,,25.85424306742228,0
2.0,a,-1d,8.070746244167587,1369.0,8.377379683821063,E,280.0,0,336.1538047503652,0.0,561.8361910433568,y,1.0,100.0,0.0,M,4.941302534567834,a1,,34.886892943588464,0
1.0,unknown,-1d,0.3117397597839773,523.0,6.062990536198329,B,160.0,1,278.66332952636844,0.0,147.22078439899497,y,2.0,95.0,0.0,M,3.252971145271897,a5,,53.914034144214256,0
2.0,a,-1d,-0.2551337742721229,430.0,5.399987119008873,B,50.0,0,162.47420169689667,0.0,250.53641870833047,n,2.0,450.0,0.0,S,2.5878314100119346,a2,,38.538472189447845,0
3.0,a,-1d,0.8446861978425537,655.0,6.22467177802384,A,30.0,0,111.68142122873573,0.0,147.16866118680971,n,3.0,389.0,0.0,M,3.4653256442924363,a2,,36.63019312914489,0
2.0,unknown,-1d,5.639393106038531,3201.0,6.5609680808708895,H,60.0,0,180.12080960661294,0.0,173.06142889753136,n,3.0,197.0,0.0,M,3.535312025627581,a6,,7.809402024866582,0
1.0,a,352d,6.921326541216688,619.0,4.809704096677314,D,140.0,1,266.36069331690123,1.0,329.2162377018961,y,1.0,720.0,0.0,S,2.5878314100119346,a5,A,11.582942577057896,0
1.0,a,169d,0.09101903258933985,1494.0,6.191107845982142,A,60.0,1,179.95184701701075,2.0,103.74339936772236,n,3.0,,0.0,S,3.252971145271897,a5,B,96.25579389949228,0
1.0,a,75d,7.437032662718889,0.0,5.514769293281507,D,270.0,0,329.6980472452431,3.0,85.78216671000031,n,2.0,297.0,0.0,S,3.4653256442924363,a10,A,7.9190375636692245,1
1.0,a,-1d,5.3513727698197355,-40.0,7.953013156921934,B,70.0,0,195.21107415689792,0.0,171.1146067400914,y,3.0,88.0,0.0,M,4.746139593241417,a7,,24.144890804283694,0
4.0,a,-1d,2.1672777567787698,696.0,5.8709928524237585,A,220.0,0,311.2286417409649,0.0,585.2555496562762,n,3.0,187.0,0.0,M,2.8895541009234194,a8,,9.596115818716001,0
